<<<<<<< HEAD
question_id,agent,question,topic,answer_pred,answer_gold,hit,agee,coverage,info_rate,efficiency,usr,traj_length,n_unique,n_nodes_graph,n_edges_graph,n_communities,shrinkage_lambda,skip_reason
96,greedy,what are the genres of the films written by [Matthias Glasner],Matthias Glasner,1969,Drama,0,0.5613704958054743,0.7286252843707397,0.2840860029846689,0.7832915622389306,0.8,10,8,4738,5133,14,0.3442622950819671,
96,bfs,what are the genres of the films written by [Matthias Glasner],Matthias Glasner,The Oh in Ohio,Drama,0,0.5869368983019922,0.5570674014357586,0.41394990406663146,0.94,1.0,10,10,4738,5133,14,0.1848816029143897,
97,random_walk,what are the genres of the films starred by [Ayushmann Khurrana],Ayushmann Khurrana,English Vinglish,Comedy,0,0.49570981439335143,0.5750264935717891,0.2829396058695704,0.7366609294320138,0.6,10,6,4320,4730,10,0.2499999999999999,
97,greedy,what are the genres of the films starred by [Ayushmann Khurrana],Ayushmann Khurrana,2012,Comedy,0,0.6363084625788038,0.8393550075739612,0.2967271178274841,0.9259816207184628,0.8,10,8,4320,4730,10,0.566502463054187,
97,bfs,what are the genres of the films starred by [Ayushmann Khurrana],Ayushmann Khurrana,Catfish in Black Bean Sauce,Comedy,0,0.5451793496063864,0.5912018896960698,0.2898130469323627,0.94,1.0,10,10,4320,4730,10,0.2013888888888888,
98,random_walk,who acted in the films written by [Wilson Rawls],Wilson Rawls,"Follow Me, Boys!",Joseph Ashton|James Whitmore|Beverly Garland,0,0.2474032726119362,0.004305043050430503,0.39068265682656833,0.9111111111111111,0.7,10,7,542,541,3,0.0,
98,greedy,who acted in the films written by [Wilson Rawls],Wilson Rawls,American Splendor,Joseph Ashton|James Whitmore|Beverly Garland,0,0.5159461207637678,0.5345318878915172,0.2886750551578623,0.9047619047619049,0.7,10,7,542,541,3,0.26315789473684215,
98,bfs,who acted in the films written by [Wilson Rawls],Wilson Rawls,Norman Tokar,Joseph Ashton|James Whitmore|Beverly Garland,0,0.5459382119035988,0.4568339279862449,0.5125471994872289,0.76,1.0,10,10,542,541,3,0.1156462585034013,
99,random_walk,the films directed by [Ava DuVernay] were released in which years,Ava DuVernay,Tin Men,2014|2008|2012,0,0.6419106930436124,0.6638032258907643,0.5232582558341724,0.7893877551020407,0.9,10,9,8065,10220,14,0.27999999999999997,
99,greedy,the films directed by [Ava DuVernay] were released in which years,Ava DuVernay,Interstellar,2014|2008|2012,0,0.7002890265577629,0.9286599946860329,0.3694359759497698,0.9111111111111111,1.0,10,10,8065,10220,14,1.0,
99,bfs,the films directed by [Ava DuVernay] were released in which years,Ava DuVernay,Susan Sarandon,2014|2008|2012,0,0.5663228307138233,0.4842127444760346,0.49833220313048754,0.8253968253968254,1.0,10,10,8065,10220,14,0.118895966029724,
100,random_walk,what genres do the movies acted by [Audrey Tautou] fall under,Audrey Tautou,Zombie Honeymoon,Mystery|Fantasy|Comedy,0,0.7658444817537031,0.8581631005289542,0.6708178398484816,0.7597904026475455,0.9,10,9,8348,12255,17,0.5444214876033059,
100,greedy,what genres do the movies acted by [Audrey Tautou] fall under,Audrey Tautou,war,Mystery|Fantasy|Comedy,0,0.8059617635629934,0.9412469348065052,0.5617621687500466,0.9789473684210528,1.0,10,10,8348,12255,17,1.0,
100,bfs,what genres do the movies acted by [Audrey Tautou] fall under,Audrey Tautou,A Very Long Engagement,Mystery|Fantasy|Comedy,0,0.5483279124620513,0.3179285296842972,0.595111252081784,0.9600000000000001,1.0,10,10,8348,12255,17,0.06283974777125458,
101,random_walk,the films acted by [Elli Medeiros] were directed by who,Elli Medeiros,I Accuse,Pablo Trapero,0,0.5845487095124976,0.71878469686037,0.27980978310990384,0.9238554216867472,0.6,10,6,4570,4872,15,0.37931034482758647,
101,greedy,the films acted by [Elli Medeiros] were directed by who,Elli Medeiros,1981,Pablo Trapero,0,0.6303787687217771,0.9082006958300813,0.2824177228239705,0.8227596017069703,0.8,10,8,4570,4872,15,0.7338551859099803,
101,bfs,the films acted by [Elli Medeiros] were directed by who,Elli Medeiros,Pride and Glory,Pablo Trapero,0,0.567068277772339,0.5503906017412696,0.36459903239274993,0.9600000000000001,1.0,10,10,4570,4872,15,0.18238993710691828,
102,llm_react,the director of [Beyond the Valley of the Dolls] also directed which films,Beyond the Valley of the Dolls,Beneath the Valley of the Ultra-Vixens,Lorna|Beneath the Valley of the Ultra-Vixens|Vixen!,1,0.39599444809188367,6.691648822269808e-05,0.9396859386152747,1.0,1.0,2,2,934,1166,32,0.0,
102,random_walk,the director of [Beyond the Valley of the Dolls] also directed which films,Beyond the Valley of the Dolls,Russ Meyer,Lorna|Beneath the Valley of the Ultra-Vixens|Vixen!,0,0.2259069698097776,0.00023420770877944326,0.30199857244825123,0.9444444444444444,0.7,10,7,934,1166,32,0.0,
102,greedy,the director of [Beyond the Valley of the Dolls] also directed which films,Beyond the Valley of the Dolls,cult classic,Lorna|Beneath the Valley of the Ultra-Vixens|Vixen!,0,0.8227700670417847,0.9690845824411135,0.5770031556594726,0.979591836734694,1.0,10,10,934,1166,32,1.0,
102,bfs,the director of [Beyond the Valley of the Dolls] also directed which films,Beyond the Valley of the Dolls,Marcia McBroom,Lorna|Beneath the Valley of the Ultra-Vixens|Vixen!,0,0.4567720381438366,0.28110072811162495,0.40953349648210463,0.92,1.0,10,10,934,1166,32,0.06008394079964654,
103,random_walk,when were the movies starred by [Jack Haley] released,Jack Haley,Stormy Waters,1936|1944,0,0.4207843392412267,0.21321514471983896,0.5053231482667723,0.7408163265306122,0.9,10,9,4519,4868,9,0.03571428571428571,
103,greedy,when were the movies starred by [Jack Haley] released,Jack Haley,The Girl with the Dragon Tattoo,1936|1944,0,0.7811743785683241,0.8891347643283912,0.570292527657739,0.9397590361445785,1.0,10,10,4519,4868,9,1.0,
103,bfs,when were the movies starred by [Jack Haley] released,Jack Haley,Harry Tugend,1936|1944,0,0.7828416269263636,0.7804973052620039,0.6743944334344893,0.9523809523809523,1.0,10,10,4519,4868,9,0.4117647058823529,
104,random_walk,the screenwriter [Richard Gordon] co-wrote movies with who,Richard Gordon,24 Hour Party People,Nicholas Phipps|Jack Davies,0,0.46674363435240784,0.4238284744226179,0.3643574045222957,0.7157894736842106,0.8,10,8,4445,4620,6,0.11688311688311687,
104,greedy,the screenwriter [Richard Gordon] co-wrote movies with who,Richard Gordon,Anna Christie,Nicholas Phipps|Jack Davies,0,0.6185278674533446,0.8041497622783143,0.3049286933098222,0.8798185941043084,0.9,10,9,4445,4620,6,0.608695652173913,
104,bfs,the screenwriter [Richard Gordon] co-wrote movies with who,Richard Gordon,Dirk Bogarde,Nicholas Phipps|Jack Davies,0,0.5091583895055067,0.39813792201114806,0.3816122205503533,0.96,1.0,10,10,4445,4620,6,0.07657657657657652,
105,random_walk,the screenwriter [Efthymis Filippou] co-wrote movies with who,Efthymis Filippou,The Last Angry Man,Yorgos Lanthimos,0,0.43773922782202185,0.31972450585625534,0.3814121764409501,0.7693877551020408,0.9,10,9,4530,4884,13,0.07483552631578946,
105,greedy,the screenwriter [Efthymis Filippou] co-wrote movies with who,Efthymis Filippou,Ragtime,Yorgos Lanthimos,0,0.5261745405747296,0.5572171961861265,0.2862980931829413,0.9178947368421053,0.8,10,8,4530,4884,13,0.19368974583698514,
105,bfs,the screenwriter [Efthymis Filippou] co-wrote movies with who,Efthymis Filippou,Men with Guns,Yorgos Lanthimos,0,0.5197355085065449,0.5221869508103139,0.29312271646634114,0.94,1.0,10,10,4530,4884,13,0.15662650602409647,
106,random_walk,who is listed as director of [Xan Hopcraft] written movies,Xan Hopcraft,Eat Pray Love,Carroll Ballard,0,0.4774988442536522,0.35122554927905836,0.4860316773190913,0.7052631578947368,0.8,10,8,4879,5287,15,0.09594882729211085,
106,greedy,who is listed as director of [Xan Hopcraft] written movies,Xan Hopcraft,Adventure,Carroll Ballard,0,0.6194374884937212,0.8142893970648991,0.30244004505098265,0.8731829573934837,0.8,10,8,4879,5287,15,0.4785020804438279,
106,bfs,who is listed as director of [Xan Hopcraft] written movies,Xan Hopcraft,Adventure,Carroll Ballard,0,0.6143319222893826,0.580997971787798,0.4828190569767399,0.8888888888888888,1.0,10,10,4879,5287,15,0.18238993710691834,
107,random_walk,what were the release years the films written by [Edmundo Desnoes],Edmundo Desnoes,Isadora,1968,0,0.49069700679604733,0.5215827338129496,0.33279917419447896,0.7036144578313253,0.6,10,6,139,138,2,1.0,
107,greedy,what were the release years the films written by [Edmundo Desnoes],Edmundo Desnoes,Ice Station Zebra,1968,0,0.49790714732973396,0.520717886034219,0.2620994933376607,0.9047619047619049,0.7,10,7,139,138,2,0.7407407407407405,
107,bfs,what were the release years the films written by [Edmundo Desnoes],Edmundo Desnoes,Secret Ceremony,1968,0,0.5439105586852659,0.5359712230215827,0.33279917419447896,0.9428571428571428,1.0,10,10,139,138,2,1.0,
108,random_walk,what are the genres of the films starred by [T. Roy Barnes],T. Roy Barnes,The Plastic Age,Comedy,0,0.22168408394917294,0.00025335697998479854,0.28057617599864876,0.963855421686747,0.6,10,6,3947,4060,6,0.0,
108,greedy,what are the genres of the films starred by [T. Roy Barnes],T. Roy Barnes,The Incredible Shrinking Woman,Comedy,0,0.5558397588842605,0.6284157523129827,0.28720223458017613,0.9284210526315788,0.8,10,8,3947,4060,6,0.25123152709359603,
108,bfs,what are the genres of the films starred by [T. Roy Barnes],T. Roy Barnes,A Funny Thing Happened on the Way to the Forum,Comedy,0,0.43604465976210033,0.21215020730470024,0.48857179153148544,0.8571428571428572,1.0,10,10,3947,4060,6,0.030612244897959166,
109,random_walk,what were the release dates of [Zoë Bell] starred movies,Zoë Bell,The Keep,1978|2007|2013,0,0.5329250895142514,0.4848145389954686,0.3830601848718495,0.8827067669172932,0.8,10,8,4846,6612,13,0.16883116883116883,
109,greedy,what were the release dates of [Zoë Bell] starred movies,Zoë Bell,The Debt,1978|2007|2013,0,0.7689879463970991,0.9201196598625188,0.5667678949801693,0.8444444444444444,1.0,10,10,4846,6612,13,0.8839137645107794,
109,bfs,what were the release dates of [Zoë Bell] starred movies,Zoë Bell,Action,1978|2007|2013,0,0.7149873790592308,0.6374434560786058,0.7587909620195565,0.7837837837837838,1.0,10,10,4846,6612,13,0.20634920634920642,
110,llm_react,the scriptwriter of [Half Nelson] also wrote which films,Half Nelson,It's Kind of a Funny Story,It's Kind of a Funny Story|Mississippi Grind|Sugar,1,0.27192806252575585,2.659390574056052e-06,0.43736387244499053,1.0,0.5,4,2,17906,43780,42,0.0,
110,random_walk,the scriptwriter of [Half Nelson] also wrote which films,Half Nelson,Catherine Breillat,It's Kind of a Funny Story|Mississippi Grind|Sugar,0,0.8332874048807437,0.9597199802533432,0.6416986126620088,0.9263157894736842,1.0,10,10,17906,43780,42,0.8224043715846994,
110,greedy,the scriptwriter of [Half Nelson] also wrote which films,Half Nelson,r,It's Kind of a Funny Story|Mississippi Grind|Sugar,1,0.817445270896068,0.9597199802533432,0.567159071075328,0.9894736842105263,1.0,10,10,17906,43780,42,0.8224043715846994,
110,bfs,the scriptwriter of [Half Nelson] also wrote which films,Half Nelson,2006,It's Kind of a Funny Story|Mississippi Grind|Sugar,0,0.5903097961920151,0.5348345914087912,0.5053418149708574,0.8243243243243243,1.0,10,10,17906,43780,42,0.17721518987341775,
111,random_walk,who directed the films written by [Duncan Rouleau],Duncan Rouleau,Ping Pong Summer,Chris Williams|Don Hall,0,0.661131339129242,0.8028938906752412,0.41409620408761133,0.8424036281179138,0.9,10,9,622,775,5,1.0,
111,greedy,who directed the films written by [Duncan Rouleau],Duncan Rouleau,The Amazing Spider-Man 2,Chris Williams|Don Hall,0,0.5548481476565361,0.7101401390577554,0.28838008648408914,0.7733333333333332,0.7,10,7,622,775,5,0.41666666666666663,
111,bfs,who directed the films written by [Duncan Rouleau],Duncan Rouleau,chris williams,Chris Williams|Don Hall,1,0.6805529048411271,0.7846562263755232,0.44902612599315345,0.8918918918918919,1.0,10,10,622,775,5,0.6296296296296295,
112,random_walk,what were the release dates of [Emma Bell] acted films,Emma Bell,My Brilliant Career,2011|2007|2013,0,0.6457450045849497,0.8142332006069487,0.40549769272554526,0.772765246449457,0.8,10,8,10041,14609,15,0.4785020804438279,
112,greedy,what were the release dates of [Emma Bell] acted films,Emma Bell,2011,2011|2007|2013,1,0.7221626038499082,0.8992853594600462,0.44253773716013267,0.9036144578313252,1.0,10,10,10041,14609,15,0.6666666666666667,
112,bfs,what were the release dates of [Emma Bell] acted films,Emma Bell,Chris Buck,2011|2007|2013,0,0.5780094866005993,0.32629923325910404,0.7613524340490467,0.8200000000000001,1.0,10,10,10041,14609,15,0.06367041198501867,
113,random_walk,who wrote movies together with [Margaret Mazzantini],Margaret Mazzantini,Twice Born,Sergio Castellitto,0,0.292790558715038,0.16666666666666666,0.13333333333333336,1.0,0.3333333333333333,10,2,6,5,2,0.0,
113,greedy,who wrote movies together with [Margaret Mazzantini],Margaret Mazzantini,The Star Maker,Sergio Castellitto,0,0.5964714527369129,0.9166666666666667,0.17083333333333334,0.9579150579150579,0.8333333333333334,10,5,6,5,2,1.0,
113,bfs,who wrote movies together with [Margaret Mazzantini],Margaret Mazzantini,Don't Move,Sergio Castellitto,0,0.6890492785305969,1.0,0.28472222222222227,0.9473684210526316,1.0,6,6,6,5,2,1.0,
114,random_walk,when were the movies starred by [Kip Pardue] released,Kip Pardue,Very Bad Things,2002|2003,0,0.46639934229916713,0.35117861542920975,0.4484491254875156,0.7157894736842105,0.8,10,8,8550,10198,15,0.09594882729211088,
114,greedy,when were the movies starred by [Kip Pardue] released,Kip Pardue,2003,2002|2003,1,0.7061474896502479,0.9230367844074435,0.3910028966440008,0.8999999999999999,1.0,10,10,8550,10198,15,0.8039215686274508,
114,bfs,when were the movies starred by [Kip Pardue] released,Kip Pardue,Jessica Biel,2002|2003,0,0.6236004868829345,0.47810203296288106,0.6990145861933716,0.7777777777777778,1.0,10,10,8550,10198,15,0.11764705882352944,
115,random_walk,when did the movies directed by [Michael Tiddes] release,Michael Tiddes,A Haunted House 2,2014|2013,0,0.25103437225771386,9.733307377846996e-05,0.3740675594529984,0.9759036144578312,0.6,10,6,5604,6870,11,0.0,
115,greedy,when did the movies directed by [Michael Tiddes] release,Michael Tiddes,2010,2014|2013,0,0.6791647229361346,0.9092531308805398,0.34856703027422786,0.891566265060241,1.0,10,10,5604,6870,11,1.0,
115,bfs,when did the movies directed by [Michael Tiddes] release,Michael Tiddes,parody,2014|2013,0,0.6224902968363345,0.5063086324131437,0.6475254036330874,0.7936507936507937,1.0,10,10,5604,6870,11,0.12429378531073453,
116,llm_react,who are the directors of the films starred by [Rudolf Lucieer],Rudolf Lucieer,Rudolf Lucieer,Alex van Warmerdam,0,0.3868882011583474,8.080808080808078e-05,0.8998060606060606,1.0,1.0,2,2,4125,5135,6,0.0,
116,random_walk,who are the directors of the films starred by [Rudolf Lucieer],Rudolf Lucieer,Elektra Luxx,Alex van Warmerdam,0,0.49016188829818264,0.480226020364143,0.27976490219228184,0.9047619047619049,0.7,10,7,4125,5135,6,0.15999999999999998,
116,greedy,who are the directors of the films starred by [Rudolf Lucieer],Rudolf Lucieer,Hollywood Shuffle,Alex van Warmerdam,0,0.6045887991572249,0.7778114671411807,0.28393914271067333,0.9084210526315788,0.8,10,8,4125,5135,6,0.5294117647058822,
116,bfs,who are the directors of the films starred by [Rudolf Lucieer],Rudolf Lucieer,Keeping Mum,Alex van Warmerdam,0,0.5610065630140635,0.6444654063020537,0.28882248704986674,0.92,1.0,10,10,4125,5135,6,0.25438596491228066,
117,llm_react,the movies directed by [Katherine Dieckmann] starred who,Katherine Dieckmann,Ken Marino,Ken Marino|Uma Thurman,1,0.3714656874503067,2.1712697585548037e-05,0.8332030571478201,1.0,1.0,2,2,7676,9264,12,0.0,
117,random_walk,the movies directed by [Katherine Dieckmann] starred who,Katherine Dieckmann,Moonlight Mile,Ken Marino|Uma Thurman,0,0.6001998899816101,0.7555060593006061,0.3679680729692828,0.7377777777777779,0.7,10,7,7676,9264,12,0.4129032258064517,
117,greedy,the movies directed by [Katherine Dieckmann] starred who,Katherine Dieckmann,2009,Ken Marino|Uma Thurman,0,0.6670885090967444,0.9042374069881087,0.3465813367722485,0.8489058273911974,0.9,10,9,7676,9264,12,0.7804878048780487,
117,bfs,the movies directed by [Katherine Dieckmann] starred who,Katherine Dieckmann,Hysterical Blindness,Ken Marino|Uma Thurman,0,0.583650183097937,0.49819529532333673,0.5109520539886292,0.8571428571428572,1.0,10,10,7676,9264,12,0.12213740458015275,
118,random_walk,who co-starred with [Joan Greenwood],Joan Greenwood,The Gilded Lily,Valerie Hobson|Cecil Parker|Dennis Price,0,0.5363285643611717,0.5256050805243921,0.4067699494060009,0.7682539682539683,0.7,10,7,5344,6207,10,0.19900497512437815,
118,greedy,who co-starred with [Joan Greenwood],Joan Greenwood,1969,Valerie Hobson|Cecil Parker|Dennis Price,0,0.6538518875248175,0.7997396079325325,0.3564604763617636,0.9365079365079365,1.0,10,10,5344,6207,10,0.4444444444444444,
118,bfs,who co-starred with [Joan Greenwood],Joan Greenwood,Comedy,Valerie Hobson|Cecil Parker|Dennis Price,0,0.5732089433645392,0.35601081927556916,0.7371160478720205,0.76,1.0,10,10,5344,6207,10,0.0674603174603174,
119,random_walk,what were the release years of the movies directed by [Michel Leclerc],Michel Leclerc,Les Cousins,2010,0,0.5522880460374107,0.5820446657906615,0.3909621033231584,0.7684210526315791,0.8,10,8,1253,1505,10,0.20581113801452783,
119,greedy,what were the release years of the movies directed by [Michel Leclerc],Michel Leclerc,Monsieur Hire,2010,0,0.6644437002104567,0.8487730417898528,0.35343838409029515,0.9104308390022673,0.9,10,9,1253,1505,10,0.5813953488372092,
119,bfs,what were the release years of the movies directed by [Michel Leclerc],Michel Leclerc,Premiers désirs,2010,0,0.562469011115699,0.5917684928115556,0.3178524131749829,0.96,1.0,10,10,1253,1505,10,0.2013888888888888,
120,llm_react,the films acted by [Victor Parascos] were in which genres,Victor Parascos,fantasy,Fantasy|Animation,1,0.40678622614272814,5.494505494505491e-05,0.9874564459930314,1.0,1.0,2,2,2800,3554,13,0.0,
120,random_walk,the films acted by [Victor Parascos] were in which genres,Victor Parascos,The Twelve Tasks of Asterix,Fantasy|Animation,0,0.23518123936975202,0.00019230769230769217,0.3676431709190364,0.8666666666666667,0.7,10,7,2800,3554,13,0.0,
120,greedy,the films acted by [Victor Parascos] were in which genres,Victor Parascos,Jerry Orbach,Fantasy|Animation,0,0.757865747804127,0.902752344647771,0.5219242396471325,0.9036144578313253,1.0,10,10,2800,3554,13,0.7222222222222221,
120,bfs,the films acted by [Victor Parascos] were in which genres,Victor Parascos,famous,Fantasy|Animation,0,0.6225524043099658,0.49105677503224965,0.6677244399547682,0.7936507936507937,1.0,10,10,2800,3554,13,0.12037037037037042,
121,llm_react,who are the writers of the films starred by [Masaru Miyazaki],Masaru Miyazaki,Shinji Aoyama,Shinji Aoyama,1,0.4001793736019219,2.719978240174078e-05,0.9581463348293213,1.0,1.0,2,2,4902,5349,15,0.0,
121,random_walk,who are the writers of the films starred by [Masaru Miyazaki],Masaru Miyazaki,A Taxing Woman,Shinji Aoyama,0,0.47408859495850547,0.3512250363911754,0.3569869441044472,0.9398496240601504,0.8,10,8,4902,5349,15,0.09594882729211085,
121,greedy,who are the writers of the films starred by [Masaru Miyazaki],Masaru Miyazaki,Porco Rosso,Shinji Aoyama,0,0.651380738535381,0.8656263603702132,0.30991056984264076,0.9222283507997796,0.9,10,9,4902,5349,15,0.5698529411764707,
121,bfs,who are the writers of the films starred by [Masaru Miyazaki],Masaru Miyazaki,Drama,Shinji Aoyama,0,0.7314805926018297,0.6238271324434711,0.8255361239099244,0.7837837837837838,1.0,10,10,4902,5349,15,0.20000000000000012,
122,random_walk,what are the genres of the movies acted by [Helen Hunt],Helen Hunt,Arena,Crime|Drama|Thriller,0,0.4877258250783654,0.3842724239077967,0.5145965052420223,0.6357894736842105,0.8,10,8,11332,19500,23,0.10546737213403878,
122,greedy,what are the genres of the movies acted by [Helen Hunt],Helen Hunt,Romance,Crime|Drama|Thriller,0,0.880311809158772,0.9565601068156356,0.7650138255899929,0.9285714285714286,1.0,10,10,11332,19500,23,1.0,
122,bfs,what are the genres of the movies acted by [Helen Hunt],Helen Hunt,Trancers II,Crime|Drama|Thriller,0,0.6916111857371054,0.5844388770996057,0.747525591246029,0.7972972972972973,1.0,10,10,11332,19500,23,0.1869918699186991,
123,llm_react,the movies starred by [Olivia Hussey] were in which genres,Olivia Hussey,Drama,Drama|Romance|Horror,1,0.40364346369118576,1.717032967032967e-05,0.973489010989011,1.0,1.0,2,2,7280,9898,16,0.0,
123,random_walk,the movies starred by [Olivia Hussey] were in which genres,Olivia Hussey,Sometimes in April,Drama|Romance|Horror,0,0.6562844192542313,0.6507044613564832,0.5746942664615078,0.789387755102041,0.9,10,9,7280,9898,16,0.27154046997389036,
123,greedy,the movies starred by [Olivia Hussey] were in which genres,Olivia Hussey,French,Drama|Romance|Horror,0,0.8097115200265189,0.9375858516483516,0.6096550053963107,0.9157894736842105,1.0,10,10,7280,9898,16,1.0,
123,bfs,the movies starred by [Olivia Hussey] were in which genres,Olivia Hussey,Margot Kidder,Drama|Romance|Horror,0,0.4923560669542824,0.16621353673555164,0.7701250140379006,0.8571428571428572,1.0,10,10,7280,9898,16,0.02640264026402639,
124,random_walk,the films acted by [Robert Wagner] were directed by who,Robert Wagner,Of Mice and Men,Kjell Sundvall|Dick Powell|James Dearden,0,0.5385437808028831,0.444513758008969,0.42632539718497037,0.9111876075731496,0.6,10,6,11036,17516,23,0.17358490566037732,
124,greedy,the films acted by [Robert Wagner] were directed by who,Robert Wagner,Christopher Plummer,Kjell Sundvall|Dick Powell|James Dearden,0,0.7754125676569426,0.956527404982095,0.4677241279008159,1.0,1.0,10,10,11036,17516,23,0.9899899899899897,
124,bfs,the films acted by [Robert Wagner] were directed by who,Robert Wagner,Broken Lance,Kjell Sundvall|Dick Powell|James Dearden,0,0.5709645450806256,0.2991183526327687,0.8010163432073544,0.8,1.0,10,10,11036,17516,23,0.061275662121924424,
125,llm_react,who are the directors of the movies acted by [Guy Mitchell],Guy Mitchell,George Marshall,George Marshall,1,0.39322486868453604,0.0003522987493394397,0.9275145323234102,1.0,1.0,2,2,811,866,7,0.0,
125,random_walk,who are the directors of the movies acted by [Guy Mitchell],Guy Mitchell,Vengeance Valley,George Marshall,0,0.4920228518862553,0.5394823868028211,0.28425101805365804,0.7817555938037866,0.6,10,6,811,866,7,0.2153846153846154,
125,greedy,who are the directors of the movies acted by [Guy Mitchell],Guy Mitchell,Musical,George Marshall,0,0.6789089528446887,0.8445010732917483,0.3801691698906055,0.9259816207184628,0.8,10,8,811,866,7,0.7419354838709679,
125,bfs,who are the directors of the movies acted by [Guy Mitchell],Guy Mitchell,Mackenna's Gold,George Marshall,0,0.6997964751919555,0.8242823341197333,0.4459482862330796,0.918918918918919,1.0,10,10,811,866,7,0.5833333333333333,
126,llm_react,who are the directors of the movies acted by [Ed Wynn],Ed Wynn,Jack Donohue,Jack Donohue|Gus Meins|Tim Burton,1,0.39928255069972673,2.9503746975865946e-05,0.9541833631052962,1.0,1.0,2,2,3766,4861,18,0.0,
126,random_walk,who are the directors of the movies acted by [Ed Wynn],Ed Wynn,Goin' South,Jack Donohue|Gus Meins|Tim Burton,0,0.6509612576372897,0.8819444830039929,0.37907070752863664,0.7443105756358768,0.6,10,6,3766,4861,18,0.6499999999999998,
126,greedy,who are the directors of the movies acted by [Ed Wynn],Ed Wynn,Paris Blues,Jack Donohue|Gus Meins|Tim Burton,0,0.8093807219013727,0.9217035320063682,0.6006383623530102,0.9555555555555555,1.0,10,10,3766,4861,18,0.732142857142857,
126,bfs,who are the directors of the movies acted by [Ed Wynn],Ed Wynn,Virginia Karns,Jack Donohue|Gus Meins|Tim Burton,0,0.7824350502445463,0.7038322014428742,0.7900303160657975,0.9054054054054055,1.0,10,10,3766,4861,18,0.28571428571428564,
127,llm_react,which films share the same director of [Four Nights of a Dreamer],Four Nights of a Dreamer,A Man Escaped,A Man Escaped|Au Hasard Balthazar|The Trial of Joan of Arc,1,0.9686132731562987,0.9767467859139184,0.9373532699832309,1.0,1.0,2,2,17890,44411,43,1.0,
127,random_walk,which films share the same director of [Four Nights of a Dreamer],Four Nights of a Dreamer,Alexis Smith,A Man Escaped|Au Hasard Balthazar|The Trial of Joan of Arc,0,0.780391280195969,0.8653521081386483,0.60163974149675,0.9202282815472416,0.8,10,8,17890,44411,43,0.570897503983006,
127,greedy,which films share the same director of [Four Nights of a Dreamer],Four Nights of a Dreamer,The Italian Job,A Man Escaped|Au Hasard Balthazar|The Trial of Joan of Arc,0,0.790831301143283,0.8365388866142246,0.623952744122253,0.9759036144578312,1.0,10,10,17890,44411,43,0.5029239766081871,
127,bfs,which films share the same director of [Four Nights of a Dreamer],Four Nights of a Dreamer,Raid on Rommel,A Man Escaped|Au Hasard Balthazar|The Trial of Joan of Arc,0,0.809003858944286,0.8821252034702162,0.6913827544283195,0.8666666666666667,1.0,10,10,17890,44411,43,0.5812726673260799,
128,llm_react,which screenwriters co-wrote films with [Jordan Belfort],Jordan Belfort,Terence Winter,Terence Winter,1,0.3669554257415483,7.532956685499062e-05,0.8139568947478552,1.0,1.0,3,3,4425,4716,9,0.0,
128,random_walk,which screenwriters co-wrote films with [Jordan Belfort],Jordan Belfort,Joe Somebody,Terence Winter,0,0.48213350604170746,0.4448950805366444,0.29394702376756215,0.9047619047619047,0.7,10,7,4425,4716,9,0.14150943396226412,
128,greedy,which screenwriters co-wrote films with [Jordan Belfort],Jordan Belfort,2013,Terence Winter,0,0.6140844890433276,0.8362380592493454,0.3052052544303262,0.8063492063492063,0.7,10,7,4425,4716,9,0.5930232558139535,
128,bfs,which screenwriters co-wrote films with [Jordan Belfort],Jordan Belfort,jonah hill,Terence Winter,0,0.5306656619184501,0.3643584568781047,0.4885434159110719,0.94,1.0,10,10,4425,4716,9,0.06882591093117404,
129,random_walk,the films directed by [Raoul Walsh] were in which languages,Raoul Walsh,Attenberg,French,0,0.6189864025459582,0.6320886319371507,0.43357735750153986,0.908421052631579,0.8,10,8,11089,18230,21,0.2727272727272728,
129,greedy,the films directed by [Raoul Walsh] were in which languages,Raoul Walsh,Japanese,French,0,0.8503267969872554,0.9174289389806272,0.7436883798700862,0.8999999999999999,1.0,10,10,11089,18230,21,0.6882494004796161,
129,bfs,the films directed by [Raoul Walsh] were in which languages,Raoul Walsh,Colorado Territory,French,0,0.6100332255094778,0.4057420732314977,0.7075897035099847,0.8600000000000001,1.0,10,10,11089,18230,21,0.10380399742101876,
130,llm_react,who are the actors in the films directed by [Fabián Bielinsky],Fabián Bielinsky,"Ricardo Darín, Leticia Brédice, Gastón Pauls",Ricardo Darín|Leticia Brédice|Gastón Pauls,1,0.39932450192672225,2.59302476338649e-05,0.9543686574024963,1.0,1.0,2,2,5142,5965,15,0.0,
130,random_walk,who are the actors in the films directed by [Fabián Bielinsky],Fabián Bielinsky,The Secret in Their Eyes,Ricardo Darín|Leticia Brédice|Gastón Pauls,0,0.49415456703103305,0.44027923879012115,0.3578217371435849,0.8330827067669173,0.8,10,8,5142,5965,15,0.1441383728379244,
130,greedy,who are the actors in the films directed by [Fabián Bielinsky],Fabián Bielinsky,r,Ricardo Darín|Leticia Brédice|Gastón Pauls,1,0.5351566547938946,0.5443403245430002,0.3035190757456251,0.9494736842105265,0.8,10,8,5142,5965,15,0.1887490747594375,
130,bfs,who are the actors in the films directed by [Fabián Bielinsky],Fabián Bielinsky,Drama,Ricardo Darín|Leticia Brédice|Gastón Pauls,0,0.600220344057392,0.4781537114914987,0.5900098328656043,0.8412698412698414,1.0,10,10,5142,5965,15,0.11764705882352945,
